Force
0.4589
0.45634
0.4584
0.45893
0.45347
0.45492
0.45879
0.45659
0.4537
0.45662
0.45615
0.45061
0.44929
0.45528
0.45636
0.46184
0.4544
0.45871
0.45414
0.45972
0.4229
0.036462
0.032244
0.017084
0.019902
0.023551
0.018492
0.015201
0.088877
0.15272
0.25886
0.34402
0.40618
0.38593
0.31383
0.23457
0.13717
0.058576
0.059438
0.062033
0.12037
0.13639
0.20146
0.23387
0.25009
0.30599
0.34892
0.38852
0.42234
0.44958
0.48419
0.5183
0.53561
0.56858
0.56902
0.56878
0.56906
0.54878
0.52847
0.50689
0.51032
0.50786
0.50369
0.50368
0.50274
0.49847
0.48667
0.48863
0.4903
0.49271
0.49119
0.48306
0.48556
0.49048
0.4854
0.48576
0.48108
0.48137
0.47996
0.47243
0.4783
0.47712
0.47427
0.47663
0.47412
0.47642
0.47932
0.47729
0.47343
0.47053
0.46958
0.46856
0.46977
0.46898
0.47529
0.46716
0.47048
0.47392
0.46712
0.46667
0.46476
0.46918
0.46595
0.46765
0.46575
0.46517
0.46395
0.46335
0.46339
0.46472
0.46567
0.46258
0.45975
0.46781
0.46705
0.46457
0.45971
0.46552
0.46907
0.4636
0.46709
0.45489
0.46451
0.46066
0.47025
0.40076
0.015211
0.083818
0.063306
0.078106
0.078076
0.13238
0.19785
0.3178
0.39409
0.45523
0.44346
0.36736
0.28833
0.19537
0.11569
0.016081
0.055584
0.072014
0.11741
0.13921
0.20972
0.21365
0.25506
0.31308
0.33788
0.37874
0.41017
0.44035
0.47094
0.50135
0.52369
0.54447
0.5545
0.55006
0.53926
0.50876
0.50315
0.54886
0.54206
0.54225
0.53395
0.53924
0.53075
0.52753
0.51839
0.52576
0.51922
0.51964
0.51946
0.51915
0.51779
0.51743
0.52345
0.51247
0.51158
0.50684
0.50984
0.50916
0.50777
0.5084
0.50754
0.50747
0.50191
0.50426
0.49961
0.50648
0.50396
0.49794
0.49663
0.50018
0.49723
0.49944
0.50318
0.4966
0.49917
0.49973
0.49411
0.49595
0.49798
0.49701
0.49696
0.49395
0.49602
0.49567
0.49334
0.49714
0.49229
0.49592
0.49443
0.49081
0.49186
0.49705
0.49428
0.49147
0.48632
0.48952
0.48883
0.48687
0.4965
0.48565
0.49821
0.47785
0.51279
0.39476
0.040251
0.071564
0.066523
0.061959
0.0682
0.099463
0.17167
0.27823
0.35292
0.40901
0.37895
0.30102
0.21735
0.12455
0.037657
0.072578
0.030642
0.0095869
0.022948
0.012503
0.011786
0.00778
0.071219
0.14268
0.16469
0.21319
0.26527
0.27222
0.33235
0.36549
0.40629
0.43939
0.47188
0.50772
0.54439
0.56678
0.59974
0.60077
0.60091
0.59934
0.59312
0.58261
0.56624
0.56486
0.55983
0.55697
0.55396
0.54854
0.54924
0.54666
0.54101
0.54165
0.5417
0.54123
0.53732
0.53624
0.53356
0.53488
0.53166
0.5318
0.53369
0.53744
0.53045
0.53263
0.52924
0.52512
0.53029
0.52644
0.52858
0.5278
0.52491
0.52893
0.52394
0.52236
0.525
0.5183
0.52134
0.52291
0.52066
0.52117
0.51922
0.5229
0.52241
0.51811
0.51628
0.51872
0.52128
0.51475
0.51655
0.51952
0.51519
0.51821
0.5141
0.51581
0.51933
0.51022
0.51773
0.51343
0.51759
0.51417
0.51096
0.51344
0.51171
0.5223
0.50874
0.52307
0.49183
0.54962
0.35284
0.020205
0.11417
0.21513
0.27398
0.27969
0.20121
0.13146
0.033462
0.0088528
0.086615
0.08622
0.081266
0.084228
0.085783
0.087274
0.080162
0.12026
0.19983
0.24005
0.26623
0.34016
0.35795
0.37969
0.4404
0.46824
0.50939
0.5407
0.56939
0.60854
0.63192
0.65292
0.68117
0.68278
0.68967
0.675
0.68236
0.68847
0.68756
0.67745
0.6698
0.67058
0.67119
0.66646
0.66558
0.66674
0.65814
0.66133
0.6566
0.66044
0.65366
0.65465
0.6506
0.64361
0.65026
0.65291
0.6457
0.6414
0.63948
0.64563
0.64132
0.63781
0.63819
0.63216
0.63969
0.64901
0.64933
0.6459
0.64717
0.64273
0.6462
0.6547
0.64725
0.64173
0.64437
0.64991
0.64128
0.64821
0.646
0.64404
0.64131
0.64551
0.6465
0.64985
0.64466
0.63814
0.6433
0.63923
0.63863
0.63574
0.63836
0.63398
0.63634
0.63971
0.63566
0.63237
0.64016
0.63205
0.64532
0.62511
0.65695
0.60927
0.69376
0.38019
0.063586
0.15773
0.24015
0.28172
0.23315
0.15671
0.068165
0.021666
0.023214
0.02011
0.025519
0.020696
0.016086
0.025545
0.08976
0.16908
0.20189
0.2258
0.29754
0.30447
0.35286
0.39789
0.43038
0.46851
0.5034
0.53033
0.57049
0.59203
0.6199
0.63621
0.63296
0.63386
0.64278
0.62354
0.62198
0.6161
0.61262
0.60776
0.60509
0.60349
0.60318
0.59686
0.59465
0.59257
0.5935
0.58928
0.58794
0.58221
0.59046
0.57589
0.57718
0.58553
0.58498
0.58304
0.58151
0.57556
0.57518
0.57226
0.57536
0.57329
0.57492
0.575
0.57241
0.57287
0.57394
0.57492
0.56844
0.57248
0.56672
0.56585
0.57077
0.56901
0.57305
0.5667
0.57145
0.56878
0.56522
0.57007
0.56488
0.57044
0.56265
0.56856
0.56456
0.56144
0.56587
0.56984
0.5687
0.56828
0.56863
0.56769
0.56408
0.55913
0.55807
0.56137
0.56127
0.56598
0.55253
0.58001
0.53615
0.60888
0.28508
0.041554
0.024572
0.041139
0.031599
0.033745
0.052796
0.14321
0.2392
0.34033
0.39857
0.37939
0.31203
0.23361
0.13697
0.054168
0.056189
0.10669
0.12569
0.18531
0.22028
0.2324
0.2933
0.32609
0.37448
0.40598
0.43322
0.46778
0.49761
0.52047
0.54953
0.54461
0.55592
0.54285
0.54674
0.55141
0.55019
0.54147
0.53599
0.52949
0.53808
0.52425
0.52162
0.523
0.51745
0.51439
0.51755
0.51573
0.51055
0.51849
0.51263
0.51173
0.50972
0.50586
0.50605
0.5041
0.50556
0.50066
0.50302
0.50088
0.50245
0.50104
0.49779
0.4995
0.49771
0.50255
0.50018
0.49902
0.50092
0.49841
0.49485
0.49567
0.48945
0.4939
0.49418
0.49278
0.49912
0.50025
0.49009
0.49109
0.49614
0.49265
0.49634
0.49019
0.49179
0.48822
0.48868
0.49163
0.49337
0.49194
0.48705
0.49102
0.48798
0.48346
0.49042
0.49078
0.48007
0.49234
0.48646
0.50175
0.46475
0.52894
0.19259
0.043146
0.020306
0.00663
0.016081
0.036026
0.10208
0.18857
0.2882
0.3526
0.3459
0.27882
0.19205
0.093483
0.016031
0.041665
0.10824
0.13878
0.18156
0.24052
0.243
0.30085
0.33518
0.36923
0.40217
0.44181
0.47232
0.4988
0.52137
0.54964
0.56847
0.56595
0.56408
0.55681
0.56044
0.55586
0.56136
0.55126
0.5406
0.54304
0.54086
0.54069
0.53602
0.53552
0.53575
0.52936
0.52967
0.52849
0.52764
0.52089
0.52569
0.52716
0.52598
0.52318
0.517
0.5186
0.52165
0.52074
0.51549
0.51572
