Depth,Exp
0.0030126,d
0.0031935,d
0.0032543,d
0.0033272,d
0.0034125,d
0.003505,d
0.0035761,d
0.0035881,d
0.0035836,d
0.003576,d
0.0036315,d
0.00372,d
0.0037236,d
0.0037303,d
0.0037419,d
0.003667,d
0.0036234,d
0.0036431,d
0.0036106,d
0.003557,d
0.0036113,d
0.0036785,d
0.0036876,d
0.0037087,d
0.003711,d
0.0036713,d
0.0036918,d
0.003721,d
0.0036566,d
0.0036266,d
0.0035934,d
0.003515,d
0.0035455,d
0.0035678,d
0.0035607,d
0.003575,d
0.0035688,d
0.0035199,d
0.0034452,d
0.0034343,d
0.0034816,d
0.0034807,d
0.0034293,d
0.0034007,d
0.0033649,d
0.0033481,d
0.0033469,d
0.00333,d
0.0033075,d
0.0032969,d
0.0033184,d
0.003356,d
0.003389,d
0.0034185,d
0.0034238,d
0.0034799,d
0.0035461,d
0.0035055,d
0.0034745,d
0.003477,d
0.0034884,d
0.0034798,d
0.0034623,d
0.0034182,d
0.0033795,d
0.0033677,d
0.0033648,d
0,d
0.0034389,d
0.0034291,d
0.0034385,d
0.0034404,d
0.0033861,d
0.0033744,d
0.0034211,d
0.0034815,d
0.0035008,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
0,d
7.95E-05,d
