Depth,Exp
0,c
0,c
0,c
0,c
0,c
0,c
-0.00028448,c
-0.00030201,c
-0.00029662,c
-0.00025936,c
-0.0002682,c
-0.00026307,c
-0.00023747,c
-0.00033056,c
-0.00052783,c
-0.00067673,c
-0.0007551,c
-0.00081607,c
-0.00075938,c
-0.0006779,c
-0.00062011,c
-0.00052035,c
-0.00044781,c
-0.00034788,c
-0.00022948,c
-0.00013005,c
-6.32E-05,c
1.41E-05,c
0.00010305,c
0.00019806,c
0.00029668,c
0.00036395,c
0.00038821,c
0.00038657,c
0.000463,c
0.00053339,c
0.00058066,c
0.00063327,c
0.00064418,c
0.00063426,c
0.00061447,c
0.00058629,c
0.00056923,c
0.00060947,c
0.00062848,c
0.00058925,c
0.00057659,c
0.00055846,c
0.00053528,c
0.00053286,c
0.00056257,c
0.00058945,c
0.00058798,c
0.00061689,c
0.00063062,c
0.00064242,c
0.00064828,c
0.00059431,c
0.00055438,c
0.00059709,c
0.00067759,c
0.00071938,c
0.00071536,c
0.00070535,c
0.00070014,c
0.0007104,c
0.00070406,c
0.00067936,c
0.00065988,c
0.0006557,c
0.00067617,c
0.00068197,c
0.00070566,c
0.0007234,c
0.00069762,c
0.00069511,c
0.00072676,c
0.00071323,c
0.00067419,c
0.00066854,c
0.00065742,c
0.00066844,c
0.00069327,c
0.00067125,c
0.00065492,c
0.00067108,c
0.00065063,c
0.00063003,c
0.0006536,c
0,c
0.00060811,c
0.0005962,c
0.00061292,c
0.00059323,c
0.00057256,c
0.00055117,c
0.00054694,c
0.00056552,c
0.00056366,c
0.0005824,c
0.00059584,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
-3.54E-05,c
-3.95E-05,c
-1.19E-05,c
1.23E-05,c
2.40E-05,c
3.84E-05,c
-1.21E-05,c
-0.00026021,c
-0.0005037,c
-0.00060981,c
-0.00065332,c
-0.00059287,c
-0.00050601,c
-0.00044262,c
-0.00036733,c
-0.00027167,c
-0.00017095,c
-6.76E-05,c
1.10E-05,c
0.0001029,c
0.00018645,c
0.00018264,c
0.00024349,c
0.00037215,c
0.00042238,c
0.00048101,c
0.00052258,c
0.00050273,c
0.0005621,c
0.00059107,c
0.00055538,c
0.00052313,c
0.00052496,c
0.00057449,c
0.0005889,c
0.00059586,c
0.00057957,c
0.00056096,c
0.00055778,c
0.00056083,c
0.00053941,c
0.00050555,c
0.00051241,c
0.00054789,c
0.00062066,c
0.00067402,c
0.00067616,c
0.00067742,c
0.00067933,c
0.00066054,c
0.00065012,c
0.00060961,c
0.00059539,c
0.00063391,c
0.00063659,c
0.00064635,c
0.00062559,c
0.00060876,c
0.00061791,c
0.00061126,c
0.00062013,c
0.00062036,c
0.00064478,c
0.00066469,c
0.00062274,c
0.00057598,c
0.00057282,c
0.00056961,c
0.00058166,c
0.00060281,c
0.00061856,c
0.00059788,c
0.00054006,c
0.00055274,c
0.00053731,c
0.00048994,c
0.00053052,c
0.00057159,c
0.00054956,c
0.00051361,c
0.00049993,c
0.00049417,c
0.00050308,c
0,c
0.00048902,c
0.00050614,c
0.00052696,c
0.00056743,c
0.00057229,c
0.00055705,c
0.00060377,c
0.0006007,c
0.00055156,c
0.00049715,c
0.00047138,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
0,c
-0.00033319,c
0,c
-0.00037964,c
0,c
-0.00033635,c
-0.00037133,c
0,c
0,c
-0.0003071,c
-0.00031156,c
-0.00031632,c
-0.0003031,c
-0.00028593,c
-0.00027768,c
-0.00024508,c
-0.00016898,c
-9.82E-05,c
-9.64E-05,c
-0.0002157,c
-0.00040863,c
-0.00054791,c
-0.00059879,c
-0.00060137,c
-0.00055727,c
-0.00046447,c
-0.00035684,c
-0.00022718,c
-0.0001106,c
-5.15E-05,c
-5.38E-06,c
0.00014793,c
